measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Australia,Male,5 to 9,Road injuries,Rate,2017,1.6598380887007345,2.148981831235141,1.2557280654642862
Deaths,Australia,Female,5 to 9,Road injuries,Rate,2017,1.1261924850024283,1.4278222380185255,0.8482732935658089
Deaths,Australia,Male,10 to 14,Road injuries,Number,2017,13.484173794339165,17.259785449278958,10.235825114070703
Deaths,Australia,Female,10 to 14,Road injuries,Number,2017,8.3619931040863,10.632263121102268,6.214169134126058
Deaths,Australia,Male,10 to 14,Road injuries,Percent,2017,0.17168569641514891,0.21512196285576438,0.1336835980961888
Deaths,Australia,Female,10 to 14,Road injuries,Percent,2017,0.1353308405275151,0.17132949465506683,0.10285796437222221
Deaths,Australia,Male,10 to 14,Road injuries,Rate,2017,1.8049395402604131,2.310328366347021,1.3701281040543118
Deaths,Australia,Female,10 to 14,Road injuries,Rate,2017,1.1844287000640386,1.5059995183578911,0.8802016669822688
Deaths,Australia,Male,15 to 19,Road injuries,Number,2017,86.6903248891389,108.16385857285634,66.41248938403422
Deaths,Australia,Female,15 to 19,Road injuries,Number,2017,38.2689788177663,46.72091908706043,30.385145175074424
Deaths,Australia,Male,15 to 19,Road injuries,Percent,2017,0.2816269341371615,0.33334998618122746,0.23042889728872726
Deaths,Australia,Female,15 to 19,Road injuries,Percent,2017,0.24950991728609503,0.29496967181483064,0.20671799204
Deaths,Australia,Male,15 to 19,Road injuries,Rate,2017,11.790470772529611,14.711016653567402,9.032547934440757
Deaths,Australia,Female,15 to 19,Road injuries,Rate,2017,5.462347051703559,6.668740126130716,4.337043038253189
Deaths,Australia,Male,20 to 24,Road injuries,Number,2017,120.1891367279706,148.8724020414989,95.75344685079219
Deaths,Australia,Female,20 to 24,Road injuries,Number,2017,33.63548904196213,43.56282014552404,26.135217357796385
Deaths,Australia,Male,20 to 24,Road injuries,Percent,2017,0.2236882929084271,0.26396421249552726,0.18649251819514528
Deaths,Australia,Female,20 to 24,Road injuries,Percent,2017,0.17655131794174703,0.21422055946800173,0.14192159696468956
Deaths,Australia,Male,20 to 24,Road injuries,Rate,2017,14.86233698254917,18.409249511044862,11.84067073847194
Deaths,Australia,Female,20 to 24,Road injuries,Rate,2017,4.295984336740127,5.563920678421657,3.338036330208269
Deaths,Australia,Male,25 to 29,Road injuries,Number,2017,109.51768888471051,137.6832660099096,86.69839757769533
Deaths,Australia,Female,25 to 29,Road injuries,Number,2017,30.67650265846509,38.55261669541617,23.411534115436766
Deaths,Australia,Male,25 to 29,Road injuries,Percent,2017,0.1679036400835354,0.19923517323988885,0.1413155065113582
Deaths,Australia,Female,25 to 29,Road injuries,Percent,2017,0.11893460919710447,0.14120583086317873,0.09649257201683552
Deaths,Australia,Male,25 to 29,Road injuries,Rate,2017,12.907795820697304,16.227401287234205,10.218305602600806
Deaths,Australia,Female,25 to 29,Road injuries,Rate,2017,3.555126348403553,4.467895996480407,2.713182878667251
Deaths,Australia,Male,30 to 34,Road injuries,Number,2017,91.41105000347872,114.48109743914759,71.01662531475826
Deaths,Australia,Female,30 to 34,Road injuries,Number,2017,24.506475862109056,31.582663959032903,18.426969904305977
Deaths,Australia,Male,30 to 34,Road injuries,Percent,2017,0.11428759669163903,0.13685343768411018,0.09473763171863407
Deaths,Australia,Female,30 to 34,Road injuries,Percent,2017,0.06828316008915528,0.08231006477221627,0.054443891290359175
Deaths,Australia,Male,30 to 34,Road injuries,Rate,2017,10.570887604659037,13.238736606145443,8.21245094806287
Deaths,Australia,Female,30 to 34,Road injuries,Rate,2017,2.7551113197558523,3.5506433267344617,2.0716301135182724
Deaths,Australia,Male,35 to 39,Road injuries,Number,2017,74.43513696947569,95.43340278633762,56.69022996330925
Deaths,Australia,Female,35 to 39,Road injuries,Number,2017,22.911595273445958,29.88805444579114,16.98973169655298
Deaths,Australia,Male,35 to 39,Road injuries,Percent,2017,0.07828125063027995,0.09594030665091681,0.0629008335389989
Deaths,Australia,Female,35 to 39,Road injuries,Percent,2017,0.045291086368651916,0.05571407165957041,0.03585863925667817
Deaths,Australia,Male,35 to 39,Road injuries,Rate,2017,9.196685906969835,11.791085046558086,7.004249070976325
Deaths,Australia,Female,35 to 39,Road injuries,Rate,2017,2.7899460142876893,3.6394697698108827,2.0688404131139353
Deaths,Australia,Male,40 to 44,Road injuries,Number,2017,78.07924783415422,98.10374227132411,59.87428828715866
Deaths,Australia,Female,40 to 44,Road injuries,Number,2017,21.980443402171677,28.54207911228218,16.552832379365626
Deaths,Australia,Male,40 to 44,Road injuries,Percent,2017,0.06148266732793903,0.07417499564340109,0.05002540638715935
Deaths,Australia,Female,40 to 44,Road injuries,Percent,2017,0.030862494741406996,0.038319991542134245,0.024406228409309443
Deaths,Australia,Male,40 to 44,Road injuries,Rate,2017,10.03875228328673,12.61332804866531,7.698116528089281
Deaths,Australia,Female,40 to 44,Road injuries,Rate,2017,2.7494900099278867,3.570271988873421,2.0705609268364427
Deaths,Australia,Male,45 to 49,Road injuries,Number,2017,74.7728553222912,93.85702791516745,58.35868212656666
Deaths,Australia,Female,45 to 49,Road injuries,Number,2017,23.642770589042087,29.927263194642034,18.031380937810464
Deaths,Australia,Male,45 to 49,Road injuries,Percent,2017,0.040262740088139806,0.047797147394589026,0.03335296994057493
Deaths,Australia,Female,45 to 49,Road injuries,Percent,2017,0.0203292513773174,0.024867106259548386,0.016205015235440944
Deaths,Australia,Male,45 to 49,Road injuries,Rate,2017,9.330310122660897,11.711672288896608,7.282115952957695
Deaths,Australia,Female,45 to 49,Road injuries,Rate,2017,2.8271848721226487,3.578679810357747,2.1561790831098975
Deaths,Australia,Male,50 to 54,Road injuries,Number,2017,64.86928776784805,81.29063050018335,50.4580597424553
Deaths,Australia,Female,50 to 54,Road injuries,Number,2017,23.903725192880422,30.12532851607491,18.635888609025436
Deaths,Australia,Male,50 to 54,Road injuries,Percent,2017,0.024913493556910176,0.02976994226886388,0.02084216305008728
Deaths,Australia,Female,50 to 54,Road injuries,Percent,2017,0.01470348884625519,0.017982653149170965,0.012048906628981018
Deaths,Australia,Male,50 to 54,Road injuries,Rate,2017,8.695830205884059,10.897137065673428,6.763982388846566
Deaths,Australia,Female,50 to 54,Road injuries,Rate,2017,3.0968252495925075,3.9028593764388173,2.414355500129857
Deaths,Australia,Male,55 to 59,Road injuries,Number,2017,64.59733566892866,80.34472563684118,50.60928977552891
Deaths,Australia,Female,55 to 59,Road injuries,Number,2017,26.319133579977926,33.621959361117035,20.11333368503697
Deaths,Australia,Male,55 to 59,Road injuries,Percent,2017,0.016669368526009986,0.01973866234297342,0.01392697825015309
Deaths,Australia,Female,55 to 59,Road injuries,Percent,2017,0.01111339224404084,0.013531882409962812,0.008975610800764767
Deaths,Australia,Male,55 to 59,Road injuries,Rate,2017,8.919966314359256,11.094455193788722,6.98841763853897
Deaths,Australia,Female,55 to 59,Road injuries,Rate,2017,3.469940726617398,4.432752535006244,2.6517619012674936
Deaths,Australia,Male,60 to 64,Road injuries,Number,2017,58.56639401587188,72.26349759849849,46.581916716464065
Deaths,Australia,Female,60 to 64,Road injuries,Number,2017,28.09358559582295,35.60746416159884,22.291110502858007
Deaths,Australia,Male,60 to 64,Road injuries,Percent,2017,0.011150328950585688,0.013226478982985436,0.009397548419174617
Deaths,Australia,Female,60 to 64,Road injuries,Percent,2017,0.00879685406345654,0.010705580823447938,0.0072026247794157545
Deaths,Australia,Male,60 to 64,Road injuries,Rate,2017,9.140850436789036,11.278649380532558,7.270352578797449
Deaths,Australia,Female,60 to 64,Road injuries,Rate,2017,4.147798967348387,5.257164578569632,3.2911087411551483
Deaths,Australia,Male,65 to 69,Road injuries,Number,2017,59.41286915023687,73.19463858105381,47.27121906869639
Deaths,Australia,Female,65 to 69,Road injuries,Number,2017,29.052398438669123,36.49706071754953,22.446155111976577
Deaths,Australia,Male,65 to 69,Road injuries,Percent,2017,0.008017800939259823,0.009479536144997146,0.006743538060695048
Deaths,Australia,Female,65 to 69,Road injuries,Percent,2017,0.006493292592801225,0.007856938464532602,0.00525501978731822
Deaths,Australia,Male,65 to 69,Road injuries,Rate,2017,10.312953069217595,12.705208204908617,8.20539170642336
Deaths,Australia,Female,65 to 69,Road injuries,Rate,2017,4.797741436106182,6.027160231549262,3.7067799648051967
Deaths,Australia,Male,70 to 74,Road injuries,Number,2017,61.61576839038416,76.19346511223941,48.379325986553035
Deaths,Australia,Female,70 to 74,Road injuries,Number,2017,32.008227590277016,40.62256542306959,24.570372021443664
Deaths,Australia,Male,70 to 74,Road injuries,Percent,2017,0.006274796153014792,0.007393541506158199,0.00517546533976224
Deaths,Australia,Female,70 to 74,Road injuries,Percent,2017,0.005180127937666325,0.006326682030368827,0.00422062561578562
Deaths,Australia,Male,70 to 74,Road injuries,Rate,2017,13.241719737156593,16.374582954589087,10.397102763169459
Deaths,Australia,Female,70 to 74,Road injuries,Rate,2017,6.513911442998388,8.26699301006168,5.000252732451409
Deaths,Australia,Male,75 to 79,Road injuries,Number,2017,56.73200874945906,70.21120734790165,44.95349156861456
Deaths,Australia,Female,75 to 79,Road injuries,Number,2017,32.358553351896184,41.08422398127821,24.82032599786408
Deaths,Australia,Male,75 to 79,Road injuries,Percent,2017,0.00493814282938914,0.005927818575198571,0.004132525675164635
Deaths,Australia,Female,75 to 79,Road injuries,Percent,2017,0.004034027145780471,0.004852849425229112,0.003270736831409997
Deaths,Australia,Male,75 to 79,Road injuries,Rate,2017,17.808067303559916,22.03916155053396,14.11081364876817
Deaths,Australia,Female,75 to 79,Road injuries,Rate,2017,9.13152820098194,11.593897471887948,7.004253383712524
Deaths,Australia,Male,<1 year,Road injuries,Number,2017,2.2213305427968155,3.3435867028936617,1.3930858515787743
Deaths,Australia,Female,<1 year,Road injuries,Number,2017,1.6070530004799066,2.3552159281691747,1.0016097362572849
Deaths,Australia,Male,<1 year,Road injuries,Percent,2017,0.003935499667755592,0.005533648693446096,0.0026023232796499986
Deaths,Australia,Female,<1 year,Road injuries,Percent,2017,0.003496932027173988,0.004954505572464575,0.002400699002174668
Deaths,Australia,Male,<1 year,Road injuries,Rate,2017,1.417213100436351,2.133214659633444,0.8887914161591564
Deaths,Australia,Female,<1 year,Road injuries,Rate,2017,1.082467281352736,1.5864095222762522,0.6746571319421828
Deaths,Australia,Male,80 to 84,Road injuries,Number,2017,52.255271103487345,64.92862990021875,41.99403200192262
Deaths,Australia,Female,80 to 84,Road injuries,Number,2017,34.12503196377254,43.92277401148355,26.38342042381645
Deaths,Australia,Male,80 to 84,Road injuries,Percent,2017,0.003830871418152365,0.004595922077586165,0.0031807773030292944
Deaths,Australia,Female,80 to 84,Road injuries,Percent,2017,0.002973070857513301,0.0036530130718511705,0.002397670838027322
Deaths,Australia,Male,80 to 84,Road injuries,Rate,2017,24.908099451726997,30.94900737604424,20.016957206314967
Deaths,Australia,Female,80 to 84,Road injuries,Rate,2017,13.081703744669113,16.83763162104183,10.113985830748035
Deaths,Australia,Male,85 to 89,Road injuries,Number,2017,43.99808859414652,53.336978084213925,34.94129366097914
Deaths,Australia,Female,85 to 89,Road injuries,Number,2017,35.61532622009462,44.87180144701149,28.01743534146069
Deaths,Australia,Male,85 to 89,Road injuries,Percent,2017,0.003038978412100205,0.0036225892357045586,0.002459214503237449
Deaths,Australia,Female,85 to 89,Road injuries,Percent,2017,0.0022398990443846223,0.0027682477264932654,0.0018109510645236532
Deaths,Australia,Male,85 to 89,Road injuries,Rate,2017,35.56049991551239,43.108454600223446,28.240542032192895
Deaths,Australia,Female,85 to 89,Road injuries,Rate,2017,19.692133680575587,24.81014794367503,15.49117025410364
Deaths,Australia,Male,90 to 94,Road injuries,Number,2017,22.42880159685349,27.557638113661522,18.071155615117906
Deaths,Australia,Female,90 to 94,Road injuries,Number,2017,18.65596183218769,22.837977157741587,15.156900863804518
Deaths,Australia,Male,90 to 94,Road injuries,Percent,2017,0.002362269921712016,0.0028717678236742285,0.0019388579962388167
Deaths,Australia,Female,90 to 94,Road injuries,Percent,2017,0.0012274097761623692,0.0014815373320948818,0.0010091738295665608
Deaths,Australia,Male,90 to 94,Road injuries,Rate,2017,43.89317708859591,53.93031297918633,35.36526150024975
Deaths,Australia,Female,90 to 94,Road injuries,Rate,2017,19.810375665581454,24.251170269668975,16.094796008849535
Deaths,Australia,Male,95 plus,Road injuries,Number,2017,6.020812576894295,7.386949943939063,4.7956117207210225
Deaths,Australia,Female,95 plus,Road injuries,Number,2017,10.070744242613685,12.4378593699316,8.091745215723453
Deaths,Australia,Male,95 plus,Road injuries,Percent,2017,0.0015558854607510462,0.0019075283511964833,0.001244348673990332
Deaths,Australia,Female,95 plus,Road injuries,Percent,2017,0.0010843694287025838,0.001336837085446676,0.0008747655950393638
Deaths,Australia,Male,95 plus,Road injuries,Rate,2017,47.592242600750396,58.391040963592445,37.90749396641848
Deaths,Australia,Female,95 plus,Road injuries,Rate,2017,33.15755097383356,40.951189517731855,26.641770259870157
Deaths,New Zealand,Male,10 to 14,Self-harm,Number,2017,1.7421564033502621,2.305900373746608,1.308923079983574
Deaths,New Zealand,Female,10 to 14,Self-harm,Number,2017,1.8023366123233067,2.2764204806482575,1.379088117956787
Deaths,New Zealand,Male,10 to 14,Self-harm,Percent,2017,0.10532685168923403,0.13782062338953083,0.08020098347535852
Deaths,New Zealand,Female,10 to 14,Self-harm,Percent,2017,0.11746451680050536,0.14839574937308617,0.09008963253160365
Deaths,New Zealand,Male,10 to 14,Self-harm,Rate,2017,1.1589858422218617,1.534021791388558,0.8707733216955009
Deaths,New Zealand,Female,10 to 14,Self-harm,Rate,2017,1.2517528272197354,1.5810119780672895,0.9577996911533032
Deaths,New Zealand,Male,15 to 19,Self-harm,Number,2017,27.74208471596898,31.937461647059752,23.894464738329077
Deaths,New Zealand,Female,15 to 19,Self-harm,Number,2017,10.730117041580364,12.290701980639417,9.253493202555193
Deaths,New Zealand,Male,15 to 19,Self-harm,Percent,2017,0.3165134800037547,0.3564816537266094,0.2771777527645512
Deaths,New Zealand,Female,15 to 19,Self-harm,Percent,2017,0.3091567751628729,0.35013338031618413,0.26977441029152877
Deaths,New Zealand,Male,15 to 19,Self-harm,Rate,2017,18.375322318406536,21.154183537571683,15.826802336158194
Deaths,New Zealand,Female,15 to 19,Self-harm,Rate,2017,7.395715343779621,8.471345920253793,6.377954816009944
Deaths,New Zealand,Male,20 to 24,Self-harm,Number,2017,43.06922700750066,48.611860910271886,37.398306857976365
Deaths,New Zealand,Female,20 to 24,Self-harm,Number,2017,13.802868980369894,15.871397347347688,11.985710920427445
Deaths,New Zealand,Male,20 to 24,Self-harm,Percent,2017,0.3481320294715842,0.3840322786796787,0.3096234260054106
Deaths,New Zealand,Female,20 to 24,Self-harm,Percent,2017,0.2647240688305157,0.29720797651089453,0.23388122791337176
Deaths,New Zealand,Male,20 to 24,Self-harm,Rate,2017,28.972428463136772,32.700927333511885,25.157632151058994
Deaths,New Zealand,Female,20 to 24,Self-harm,Rate,2017,9.458560680489338,10.876041430773792,8.213334068511056
Deaths,New Zealand,Male,25 to 29,Self-harm,Number,2017,44.47673039981171,49.93278804513244,38.447154542343426
Deaths,New Zealand,Female,25 to 29,Self-harm,Number,2017,13.895587980352328,16.119863219408007,11.788950921220946
Deaths,New Zealand,Male,25 to 29,Self-harm,Percent,2017,0.3296908983037914,0.3615826686039131,0.29065641888352406
Deaths,New Zealand,Female,25 to 29,Self-harm,Percent,2017,0.22390528250191216,0.25564538479952836,0.1941044653977275
Deaths,New Zealand,Male,25 to 29,Self-harm,Rate,2017,32.11971998502412,36.0599161778314,27.76534666600062
Deaths,New Zealand,Female,25 to 29,Self-harm,Rate,2017,9.656583746081486,11.202318993171902,8.192599838897069
Deaths,New Zealand,Male,30 to 34,Self-harm,Number,2017,36.965339961764016,41.69163398126019,32.25427706515213
Deaths,New Zealand,Female,30 to 34,Self-harm,Number,2017,11.277165156964177,13.12856918964362,9.598330062652705
Deaths,New Zealand,Male,30 to 34,Self-harm,Percent,2017,0.29240749931609084,0.32394108884243367,0.25900179405081336
Deaths,New Zealand,Female,30 to 34,Self-harm,Percent,2017,0.15952166798192566,0.18323775952411223,0.1361562927050456
Deaths,New Zealand,Male,30 to 34,Self-harm,Rate,2017,28.91261187453379,32.60930463407484,25.227832208307408
Deaths,New Zealand,Female,30 to 34,Self-harm,Rate,2017,8.011335405928326,9.326578950847397,6.818685405279305
Deaths,New Zealand,Male,35 to 39,Self-harm,Number,2017,31.41154965244535,36.067878271753514,27.18356343972581
Deaths,New Zealand,Female,35 to 39,Self-harm,Number,2017,9.037655971993168,10.724709148015442,7.452202970802687
Deaths,New Zealand,Male,35 to 39,Self-harm,Percent,2017,0.2231876960732183,0.2527628427245819,0.19745795919654024
Deaths,New Zealand,Female,35 to 39,Self-harm,Percent,2017,0.10418988908831131,0.12123302631121996,0.08722155730456504
Deaths,New Zealand,Male,35 to 39,Self-harm,Rate,2017,25.033887443475816,28.744815679915774,21.66433286457432
Deaths,New Zealand,Female,35 to 39,Self-harm,Rate,2017,6.477797041146038,7.68700306821315,5.34141358156158
Deaths,New Zealand,Male,40 to 44,Self-harm,Number,2017,35.241445141663064,40.935008250822946,29.789735418053134
Deaths,New Zealand,Female,40 to 44,Self-harm,Number,2017,11.161474129802512,13.471668123821052,9.060772012828087
Deaths,New Zealand,Male,40 to 44,Self-harm,Percent,2017,0.15988408458150874,0.18278624537388985,0.13685128767844673
Deaths,New Zealand,Female,40 to 44,Self-harm,Percent,2017,0.07220129474118048,0.08529465043197253,0.059522533630349914
Deaths,New Zealand,Male,40 to 44,Self-harm,Rate,2017,26.252239585847747,30.493518064581476,22.19112378195853
Deaths,New Zealand,Female,40 to 44,Self-harm,Rate,2017,7.417896629093175,8.953247608855262,6.021773592743928
Deaths,New Zealand,Male,45 to 49,Self-harm,Number,2017,39.19486572011563,46.37950322561769,32.88231774865543
